accel_mean,accel_std,accel_max,accel_min,accel_p25,accel_p75,accel_p95,jerk_mean,jerk_std,jerk_max,gyro_mean,gyro_std,gyro_max,cadence_zcr,impact_ratio,freefall_ratio,high_jerk_ratio,signal_energy
0.9941336909243704,0.01325654938814086,1.0348167237317163,0.9435495084424678,0.9889787806998853,1.0003897007835432,1.0157844628656527,0.005688424114115856,0.005283120273214234,0.027849411912295396,0.0811930493414292,0.06611321036738746,0.3521363770905406,42,0.0,0.0,0.0,0.9884775315325919
