accel_mean,accel_std,accel_max,accel_min,accel_p25,accel_p75,accel_p95,jerk_mean,jerk_std,jerk_max,gyro_mean,gyro_std,gyro_max,cadence_zcr,impact_ratio,freefall_ratio,high_jerk_ratio,signal_energy
0.9961714628183441,0.01174944616447712,1.0465999660602976,0.9418793070485926,0.9917720550039562,0.9995063034179139,1.0154089381103297,0.0046912746643871074,0.005283831155177725,0.03424539888427669,0.08318131424737833,0.09730305736886519,0.4096807436765392,46,0.0,0.0,0.0,0.9924956328188114
